  2.157836295647994E-007   1.99952304762455        10.0017041646962     
  2.157836295647994E-007   1.99952304762460        10.0017041646962     
  2.157836295647994E-007   1.99952304762465        10.0017041646962     
  2.157836295647994E-007   1.99952304762468        10.0017041646962     
  2.157836295647994E-007   1.99952304762471        10.0017041646962     
  2.157836295647994E-007   1.99952304762473        10.0017041646962     
  2.157836295647994E-007   1.99952304762475        10.0017041646962     
  2.157836295647994E-007   1.99952304762477        10.0017041646962     
  3.225249315109167E-005   1.93401208054146       7.021929222808199E-002
  3.225249315109167E-005   1.93401246586931       7.021929222808200E-002
  3.225249315109167E-005   1.93401310979453       7.021929222808200E-002
  3.225249315109167E-005   1.93401408961213       7.021929222808200E-002
  3.225249315109167E-005   1.93401440057442       7.021929222808199E-002
  3.225249315109167E-005   1.93401440067320       7.021929222808199E-002
  3.225249315109167E-005   1.93401440075420       7.021929222808199E-002
  3.225249315109167E-005   1.93401440082064       7.021929222808199E-002
  6.583264904085888E-005   1.87497391570309       3.601997627891783E-002
  6.583264904085888E-005   1.87497394071480       3.601997627891783E-002
  6.583264904085888E-005   1.87497398182213       3.601997627891783E-002
  6.583264904085888E-005   1.87497404390592       3.601997627891783E-002
  6.583264904085888E-005   1.87497406388343       3.601997627891783E-002
  6.583264904085888E-005   1.87497406425638       3.601997627891783E-002
  6.583264904085888E-005   1.87497406456225       3.601997627891783E-002
  6.583264904085888E-005   1.87497406481308       3.601997627891783E-002
  1.009562512988710E-004   1.82155811035214       2.454363786413348E-002
  1.009562512988710E-004   1.82155811687363       2.454363786413348E-002
  1.009562512988710E-004   1.82155812627506       2.454363786413348E-002
  1.009562512988710E-004   1.82155813956873       2.454363786413348E-002
  1.009562512988710E-004   1.82155814438238       2.454363786413348E-002
  1.009562512988710E-004   1.82155814517917       2.454363786413348E-002
  1.009562512988710E-004   1.82155814583262       2.454363786413348E-002
  1.009562512988710E-004   1.82155814636851       2.454363786413348E-002
  1.376232999251410E-004   1.77304331007761       1.877862897181569E-002
  1.376232999251410E-004   1.77304331455577       1.877862897181569E-002
