    0.10000E-03    0.84566E+02
    0.10202E-03    0.86222E+02
    0.10408E-03    0.87910E+02
    0.10618E-03    0.89631E+02
    0.10833E-03    0.91386E+02
    0.11052E-03    0.93175E+02
    0.11275E-03    0.94999E+02
    0.11503E-03    0.96859E+02
    0.11735E-03    0.98755E+02
    0.11972E-03    0.10069E+03
    0.12214E-03    0.10266E+03
    0.12461E-03    0.10467E+03
    0.12712E-03    0.10672E+03
    0.12969E-03    0.10881E+03
    0.13231E-03    0.11094E+03
    0.13499E-03    0.11311E+03
    0.13771E-03    0.11532E+03
    0.14049E-03    0.11758E+03
    0.14333E-03    0.11988E+03
    0.14623E-03    0.12222E+03
    0.14918E-03    0.12462E+03
    0.15220E-03    0.12705E+03
    0.15527E-03    0.12954E+03
    0.15841E-03    0.13207E+03
    0.16161E-03    0.13466E+03
    0.16487E-03    0.13729E+03
    0.16820E-03    0.13998E+03
    0.17160E-03    0.14272E+03
    0.17507E-03    0.14551E+03
    0.17860E-03    0.14835E+03
    0.18221E-03    0.15126E+03
    0.18589E-03    0.15421E+03
    0.18965E-03    0.15723E+03
    0.19348E-03    0.16030E+03
    0.19739E-03    0.16344E+03
    0.20138E-03    0.16663E+03
    0.20544E-03    0.16989E+03
    0.20959E-03    0.17321E+03
    0.21383E-03    0.17660E+03
    0.21815E-03    0.18005E+03
    0.22255E-03    0.18357E+03
    0.22705E-03    0.18715E+03
    0.23164E-03    0.19081E+03
    0.23632E-03    0.19454E+03
    0.24109E-03    0.19834E+03
    0.24596E-03    0.20221E+03
    0.25093E-03    0.20616E+03
    0.25600E-03    0.21019E+03
    0.26117E-03    0.21429E+03
    0.26645E-03    0.21847E+03
    0.27183E-03    0.22274E+03
    0.27732E-03    0.22708E+03
    0.28292E-03    0.23151E+03
    0.28864E-03    0.23603E+03
    0.29447E-03    0.24064E+03
    0.30042E-03    0.24533E+03
    0.30649E-03    0.25011E+03
    0.31268E-03    0.25499E+03
    0.31899E-03    0.25996E+03
    0.32544E-03    0.26503E+03
    0.33201E-03    0.27019E+03
    0.33872E-03    0.27545E+03
    0.34556E-03    0.28082E+03
    0.35254E-03    0.28629E+03
    0.35966E-03    0.29186E+03
    0.36693E-03    0.29754E+03
    0.37434E-03    0.30333E+03
    0.38190E-03    0.30923E+03
    0.38962E-03    0.31524E+03
    0.39749E-03    0.32137E+03
    0.40552E-03    0.32762E+03
    0.41371E-03    0.33398E+03
    0.42207E-03    0.34047E+03
    0.43060E-03    0.34708E+03
    0.43929E-03    0.35382E+03
    0.44817E-03    0.36069E+03
    0.45722E-03    0.36768E+03
    0.46646E-03    0.37481E+03
    0.47588E-03    0.38207E+03
    0.48550E-03    0.38948E+03
    0.49530E-03    0.39702E+03
    0.50531E-03    0.40470E+03
    0.51552E-03    0.41253E+03
    0.52593E-03    0.42051E+03
    0.53656E-03    0.42864E+03
    0.54739E-03    0.43692E+03
    0.55845E-03    0.44536E+03
    0.56973E-03    0.45395E+03
    0.58124E-03    0.46271E+03
    0.59299E-03    0.47163E+03
    0.60496E-03    0.48072E+03
    0.61719E-03    0.48997E+03
    0.62965E-03    0.49940E+03
    0.64237E-03    0.50900E+03
    0.65535E-03    0.51878E+03
    0.66859E-03    0.52875E+03
    0.68210E-03    0.53889E+03
    0.69588E-03    0.54922E+03
    0.70993E-03    0.55975E+03
    0.72427E-03    0.57046E+03
    0.73891E-03    0.58137E+03
    0.75383E-03    0.59248E+03
    0.76906E-03    0.60380E+03
    0.78460E-03    0.61532E+03
    0.80045E-03    0.62704E+03
    0.81662E-03    0.63898E+03
    0.83311E-03    0.65114E+03
    0.84994E-03    0.66351E+03
    0.86711E-03    0.67611E+03
    0.88463E-03    0.68893E+03
    0.90250E-03    0.70198E+03
    0.92073E-03    0.71526E+03
    0.93933E-03    0.72878E+03
    0.95831E-03    0.74253E+03
    0.97767E-03    0.75653E+03
    0.99742E-03    0.77078E+03
    0.10176E-02    0.78527E+03
    0.10381E-02    0.80002E+03
    0.10591E-02    0.81502E+03
    0.10805E-02    0.83028E+03
    0.11023E-02    0.84581E+03
    0.11246E-02    0.86160E+03
    0.11473E-02    0.87766E+03
    0.11705E-02    0.89400E+03
    0.11941E-02    0.91061E+03
    0.12182E-02    0.92751E+03
    0.12429E-02    0.94469E+03
    0.12680E-02    0.96215E+03
    0.12936E-02    0.97991E+03
    0.13197E-02    0.99797E+03
    0.13464E-02    0.10163E+04
    0.13736E-02    0.10350E+04
    0.14013E-02    0.10539E+04
    0.14296E-02    0.10732E+04
    0.14585E-02    0.10928E+04
    0.14880E-02    0.11127E+04
    0.15180E-02    0.11329E+04
    0.15487E-02    0.11534E+04
    0.15800E-02    0.11743E+04
    0.16119E-02    0.11955E+04
    0.16445E-02    0.12170E+04
    0.16777E-02    0.12389E+04
    0.17116E-02    0.12611E+04
    0.17462E-02    0.12836E+04
    0.17814E-02    0.13065E+04
    0.18174E-02    0.13297E+04
    0.18541E-02    0.13533E+04
    0.18916E-02    0.13772E+04
    0.19298E-02    0.14014E+04
    0.19688E-02    0.14261E+04
    0.20086E-02    0.14511E+04
    0.20491E-02    0.14764E+04
    0.20905E-02    0.15021E+04
    0.21328E-02    0.15282E+04
    0.21758E-02    0.15546E+04
    0.22198E-02    0.15814E+04
    0.22646E-02    0.16085E+04
    0.23104E-02    0.16361E+04
    0.23571E-02    0.16640E+04
    0.24047E-02    0.16922E+04
    0.24533E-02    0.17208E+04
    0.25028E-02    0.17498E+04
    0.25534E-02    0.17792E+04
    0.26050E-02    0.18089E+04
    0.26576E-02    0.18390E+04
    0.27113E-02    0.18695E+04
    0.27660E-02    0.19003E+04
    0.28219E-02    0.19315E+04
    0.28789E-02    0.19631E+04
    0.29371E-02    0.19950E+04
    0.29964E-02    0.20273E+04
    0.30569E-02    0.20599E+04
    0.31187E-02    0.20929E+04
    0.31817E-02    0.21262E+04
    0.32460E-02    0.21599E+04
    0.33115E-02    0.21939E+04
    0.33784E-02    0.22282E+04
    0.34467E-02    0.22629E+04
    0.35163E-02    0.22979E+04
    0.35874E-02    0.23333E+04
    0.36598E-02    0.23689E+04
    0.37338E-02    0.24049E+04
    0.38092E-02    0.24411E+04
    0.38861E-02    0.24777E+04
    0.39646E-02    0.25145E+04
    0.40447E-02    0.25516E+04
    0.41264E-02    0.25890E+04
    0.42098E-02    0.26266E+04
    0.42948E-02    0.26645E+04
    0.43816E-02    0.27026E+04
    0.44701E-02    0.27410E+04
    0.45604E-02    0.27795E+04
    0.46525E-02    0.28183E+04
    0.47465E-02    0.28572E+04
    0.48424E-02    0.28964E+04
    0.49402E-02    0.29356E+04
    0.50400E-02    0.29751E+04
    0.51419E-02    0.30146E+04
    0.52457E-02    0.30543E+04
    0.53517E-02    0.30941E+04
    0.54598E-02    0.31339E+04
    0.55701E-02    0.31738E+04
    0.56826E-02    0.32138E+04
    0.57974E-02    0.32537E+04
    0.59145E-02    0.32937E+04
    0.60340E-02    0.33336E+04
    0.61559E-02    0.33735E+04
    0.62803E-02    0.34133E+04
    0.64072E-02    0.34531E+04
    0.65366E-02    0.34927E+04
    0.66686E-02    0.35322E+04
    0.68033E-02    0.35715E+04
    0.69408E-02    0.36106E+04
    0.70810E-02    0.36494E+04
    0.72240E-02    0.36881E+04
    0.73700E-02    0.37264E+04
    0.75189E-02    0.37644E+04
    0.76708E-02    0.38021E+04
    0.78257E-02    0.38394E+04
    0.79838E-02    0.38762E+04
    0.81451E-02    0.39126E+04
    0.83096E-02    0.39486E+04
    0.84775E-02    0.39840E+04
    0.86488E-02    0.40188E+04
    0.88235E-02    0.40530E+04
    0.90017E-02    0.40866E+04
    0.91836E-02    0.41195E+04
    0.93691E-02    0.41517E+04
    0.95583E-02    0.41832E+04
    0.97514E-02    0.42138E+04
    0.99484E-02    0.42435E+04
    0.10149E-01    0.42724E+04
    0.10354E-01    0.43003E+04
    0.10564E-01    0.43272E+04
    0.10777E-01    0.43531E+04
    0.10995E-01    0.43779E+04
    0.11217E-01    0.44016E+04
    0.11443E-01    0.44240E+04
    0.11675E-01    0.44453E+04
    0.11910E-01    0.44652E+04
    0.12151E-01    0.44838E+04
    0.12397E-01    0.45011E+04
    0.12647E-01    0.45169E+04
    0.12902E-01    0.45312E+04
    0.13163E-01    0.45439E+04
    0.13429E-01    0.45551E+04
    0.13700E-01    0.45647E+04
    0.13977E-01    0.45725E+04
    0.14259E-01    0.45786E+04
    0.14547E-01    0.45829E+04
    0.14841E-01    0.45854E+04
    0.15141E-01    0.45860E+04
    0.15447E-01    0.45847E+04
    0.15759E-01    0.45814E+04
    0.16077E-01    0.45761E+04
    0.16402E-01    0.45687E+04
    0.16734E-01    0.45593E+04
    0.17072E-01    0.45477E+04
    0.17416E-01    0.45340E+04
    0.17768E-01    0.45181E+04
    0.18127E-01    0.45001E+04
    0.18493E-01    0.44798E+04
    0.18867E-01    0.44572E+04
    0.19248E-01    0.44325E+04
    0.19637E-01    0.44055E+04
    0.20034E-01    0.43762E+04
    0.20438E-01    0.43447E+04
    0.20851E-01    0.43110E+04
    0.21272E-01    0.42751E+04
    0.21702E-01    0.42370E+04
    0.22141E-01    0.41968E+04
    0.22588E-01    0.41544E+04
    0.23044E-01    0.41100E+04
    0.23510E-01    0.40636E+04
    0.23985E-01    0.40153E+04
    0.24469E-01    0.39652E+04
    0.24964E-01    0.39132E+04
    0.25468E-01    0.38596E+04
    0.25982E-01    0.38044E+04
    0.26507E-01    0.37477E+04
    0.27043E-01    0.36897E+04
    0.27589E-01    0.36305E+04
    0.28146E-01    0.35701E+04
    0.28715E-01    0.35089E+04
    0.29295E-01    0.34468E+04
    0.29887E-01    0.33840E+04
    0.30490E-01    0.33208E+04
    0.31106E-01    0.32572E+04
    0.31735E-01    0.31935E+04
    0.32376E-01    0.31298E+04
    0.33030E-01    0.30662E+04
    0.33697E-01    0.30031E+04
    0.34378E-01    0.29404E+04
    0.35072E-01    0.28785E+04
    0.35781E-01    0.28174E+04
    0.36504E-01    0.27574E+04
    0.37241E-01    0.26986E+04
    0.37993E-01    0.26411E+04
    0.38761E-01    0.25851E+04
    0.39544E-01    0.25307E+04
    0.40343E-01    0.24780E+04
    0.41158E-01    0.24272E+04
    0.41989E-01    0.23783E+04
    0.42838E-01    0.23313E+04
    0.43703E-01    0.22865E+04
    0.44586E-01    0.22436E+04
    0.45486E-01    0.22029E+04
    0.46405E-01    0.21642E+04
    0.47343E-01    0.21276E+04
    0.48299E-01    0.20929E+04
    0.49275E-01    0.20601E+04
    0.50270E-01    0.20290E+04
    0.51286E-01    0.19996E+04
    0.52322E-01    0.19716E+04
    0.53379E-01    0.19448E+04
    0.54457E-01    0.19190E+04
    0.55557E-01    0.18941E+04
    0.56680E-01    0.18696E+04
    0.57825E-01    0.18453E+04
    0.58993E-01    0.18210E+04
    0.60184E-01    0.17962E+04
    0.61400E-01    0.17708E+04
    0.62641E-01    0.17444E+04
    0.63906E-01    0.17166E+04
    0.65197E-01    0.16874E+04
    0.66514E-01    0.16564E+04
    0.67858E-01    0.16234E+04
    0.69229E-01    0.15884E+04
    0.70627E-01    0.15512E+04
    0.72054E-01    0.15119E+04
    0.73510E-01    0.14706E+04
    0.74994E-01    0.14275E+04
    0.76509E-01    0.13828E+04
    0.78055E-01    0.13367E+04
    0.79632E-01    0.12898E+04
    0.81241E-01    0.12424E+04
    0.82882E-01    0.11951E+04
    0.84556E-01    0.11483E+04
    0.86264E-01    0.11025E+04
    0.88007E-01    0.10584E+04
    0.89785E-01    0.10162E+04
    0.91598E-01    0.97655E+03
    0.93449E-01    0.93966E+03
    0.95337E-01    0.90583E+03
    0.97263E-01    0.87523E+03
    0.99227E-01    0.84791E+03
    0.10123E+00    0.82383E+03
    0.10328E+00    0.80282E+03
    0.10536E+00    0.78462E+03
    0.10749E+00    0.76882E+03
    0.10966E+00    0.75494E+03
    0.11188E+00    0.74242E+03
    0.11414E+00    0.73063E+03
    0.11644E+00    0.71890E+03
    0.11880E+00    0.70660E+03
    0.12120E+00    0.69312E+03
    0.12365E+00    0.67797E+03
    0.12614E+00    0.66082E+03
    0.12869E+00    0.64148E+03
    0.13129E+00    0.62002E+03
    0.13394E+00    0.59669E+03
    0.13665E+00    0.57195E+03
    0.13941E+00    0.54640E+03
    0.14223E+00    0.52076E+03
    0.14510E+00    0.49576E+03
    0.14803E+00    0.47210E+03
    0.15102E+00    0.45038E+03
    0.15407E+00    0.43102E+03
    0.15718E+00    0.41428E+03
    0.16036E+00    0.40017E+03
    0.16360E+00    0.38848E+03
    0.16690E+00    0.37882E+03
    0.17028E+00    0.37062E+03
    0.17371E+00    0.36319E+03
    0.17722E+00    0.35581E+03
    0.18080E+00    0.34781E+03
    0.18446E+00    0.33867E+03
    0.18818E+00    0.32810E+03
    0.19198E+00    0.31607E+03
    0.19586E+00    0.30284E+03
    0.19982E+00    0.28891E+03
    0.20386E+00    0.27490E+03
    0.20797E+00    0.26147E+03
    0.21218E+00    0.24919E+03
    0.21646E+00    0.23843E+03
    0.22083E+00    0.22933E+03
    0.22530E+00    0.22177E+03
    0.22985E+00    0.21539E+03
    0.23449E+00    0.20970E+03
    0.23923E+00    0.20412E+03
    0.24406E+00    0.19818E+03
    0.24899E+00    0.19156E+03
    0.25402E+00    0.18419E+03
    0.25915E+00    0.17625E+03
    0.26439E+00    0.16813E+03
    0.26973E+00    0.16026E+03
    0.27518E+00    0.15303E+03
    0.28074E+00    0.14668E+03
    0.28641E+00    0.14121E+03
    0.29219E+00    0.13645E+03
    0.29810E+00    0.13206E+03
    0.30412E+00    0.12771E+03
    0.31026E+00    0.12314E+03
    0.31653E+00    0.11827E+03
    0.32292E+00    0.11320E+03
    0.32945E+00    0.10815E+03
    0.33610E+00    0.10337E+03
    0.34289E+00    0.99031E+02
    0.34982E+00    0.95153E+02
    0.35689E+00    0.91630E+02
    0.36409E+00    0.88278E+02
    0.37145E+00    0.84930E+02
    0.37895E+00    0.81508E+02
    0.38661E+00    0.78048E+02
    0.39442E+00    0.74663E+02
    0.40239E+00    0.71469E+02
    0.41052E+00    0.68524E+02
    0.41881E+00    0.65790E+02
    0.42727E+00    0.63131E+02
    0.43590E+00    0.60539E+02
    0.44471E+00    0.58024E+02
    0.45369E+00    0.55596E+02
    0.46286E+00    0.53262E+02
    0.47221E+00    0.51029E+02
    0.48174E+00    0.48893E+02
    0.49148E+00    0.46847E+02
    0.50141E+00    0.44885E+02
    0.51153E+00    0.43002E+02
    0.52187E+00    0.41190E+02
    0.53241E+00    0.39447E+02
    0.54317E+00    0.37770E+02
    0.55414E+00    0.36159E+02
    0.56533E+00    0.34611E+02
    0.57675E+00    0.33125E+02
    0.58840E+00    0.31700E+02
    0.60029E+00    0.30334E+02
    0.61242E+00    0.29024E+02
    0.62479E+00    0.27768E+02
    0.63741E+00    0.26563E+02
    0.65029E+00    0.25409E+02
    0.66342E+00    0.24302E+02
    0.67683E+00    0.23241E+02
    0.69050E+00    0.22224E+02
    0.70445E+00    0.21250E+02
    0.71868E+00    0.20316E+02
    0.73320E+00    0.19422E+02
    0.74801E+00    0.18565E+02
    0.76312E+00    0.17745E+02
    0.77854E+00    0.16959E+02
    0.79426E+00    0.16206E+02
    0.81031E+00    0.15485E+02
    0.82668E+00    0.14795E+02
    0.84338E+00    0.14135E+02
    0.86041E+00    0.13503E+02
    0.87780E+00    0.12898E+02
    0.89553E+00    0.12318E+02
    0.91362E+00    0.11764E+02
    0.93208E+00    0.11234E+02
    0.95091E+00    0.10727E+02
    0.97011E+00    0.10242E+02
    0.98971E+00    0.97785E+01
    0.10097E+01    0.93349E+01
    0.10301E+01    0.89106E+01
    0.10509E+01    0.85049E+01
    0.10721E+01    0.81170E+01
    0.10938E+01    0.77462E+01
    0.11159E+01    0.73918E+01
    0.11384E+01    0.70530E+01
    0.11614E+01    0.67293E+01
    0.11849E+01    0.64199E+01
    0.12088E+01    0.61243E+01
    0.12333E+01    0.58419E+01
    0.12582E+01    0.55721E+01
    0.12836E+01    0.53143E+01
    0.13095E+01    0.50681E+01
    0.13360E+01    0.48330E+01
    0.13630E+01    0.46084E+01
    0.13905E+01    0.43940E+01
    0.14186E+01    0.41892E+01
    0.14472E+01    0.39937E+01
    0.14765E+01    0.38071E+01
    0.15063E+01    0.36289E+01
    0.15367E+01    0.34589E+01
    0.15678E+01    0.32966E+01
    0.15994E+01    0.31417E+01
    0.16318E+01    0.29938E+01
    0.16647E+01    0.28528E+01
    0.16984E+01    0.27182E+01
    0.17327E+01    0.25898E+01
    0.17677E+01    0.24673E+01
    0.18034E+01    0.23505E+01
    0.18398E+01    0.22390E+01
    0.18770E+01    0.21327E+01
    0.19149E+01    0.20314E+01
    0.19536E+01    0.19347E+01
    0.19930E+01    0.18425E+01
    0.20333E+01    0.17546E+01
    0.20744E+01    0.16708E+01
    0.21163E+01    0.15909E+01
    0.21590E+01    0.15147E+01
    0.22026E+01    0.14421E+01
    0.22471E+01    0.13729E+01
    0.22925E+01    0.13070E+01
